;Class;Source;Target;Total;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;pmdAll;pmdCoupling;pmdDesign;pmdCodeSize;pmdPriority;findbugsAll;findbugsStyle;findbugsBad;findbugsScary;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;Creation
334;IntrospectionHelper;10;0;10;1625;488;16.2;401;39;12;3.08;6.95;46;6;1.52;4.09;629;58;29;19;82;2;0;0;2;45;1;0;32;142;818;23;26;897;343;49;435;32.7;0;46;65;64;804;3;1;0;421;31;62;139;1189187549
335;IPlanetDeploymentTool;0;0;0;384;101;13.9;64;50.8;1;12;6;7;5;2.03;2.42;100;27;1;0;7;1;0;0;1;13;0;0;7;49;54;1;7;152;30;30;133;46.7;0;0;5;5;70;1.5;0;0;70;3;8;23;1163549616
336;IPlanetEjbc;0;0;0;1493;570;17.4;303;37;6;11.5;6.2;15;6;2.63;2.55;479;55;30;14;71;5;0;0;5;20;1;0;5;79;136;5;10;782;171;28.5;360;31.5;8;0;92;87;857;3.7;2;3;410;30;44;27;1163549616
337;IPlanetEjbcTask;0;0;0;319;101;17.8;57;47.3;1;13;5.38;12;3;1.92;2.69;63;5;0;3;13;0;0;0;0;14;0;0;7;43;57;0;10;142;39;39;93;39.6;0;0;4;4;44;1;0;0;63;4;7;27;1163370571
338;IsFailure;0;0;0;54;10;0;1;61.1;1;3;1;1;2;1;1;5;0;0;0;0;0;0;0;0;4;1;0;2;6;0;0;4;14;1;1;8;36.4;0;0;1;1;5;1.2;0;0;3;2;1;2;1157136567
339;IsFalse;0;0;0;55;11;9.1;2;60;1;2;2;2;3;1.09;1.5;5;0;0;0;0;0;0;0;0;3;0;0;3;6;0;1;3;15;4;4;7;31.8;0;0;1;1;5;1.1;0;0;4;2;1;10;1157136567
340;IsFileSelected;0;0;0;80;27;11.1;12;45;1;4;3.25;3;3;1.33;1.75;15;3;0;0;0;0;0;0;0;6;0;0;6;16;9;1;5;36;7;7;9;20;0;0;1;1;5;0.5;0;0;13;3;2;3;1157136567
341;IsReachable;0;0;0;207;78;12.8;30;46.4;1;5;9.4;12;5;1.97;3.4;42;8;2;5;3;0;0;0;0;7;0;0;3;30;9;0;5;98;22;22;49;33.3;0;0;9;9;95;3.2;0;0;42;2;2;8;1163022885
342;IsReference;0;0;0;89;26;23.1;12;44.9;1;3;5.33;7;4;1.85;3;21;7;0;0;0;0;0;0;0;4;0;0;5;14;2;1;4;37;11;11;11;22.9;0;0;2;2;16;1.4;0;0;15;2;1;11;1157136567
343;IsSet;0;0;0;51;11;9.1;3;60.8;1;2;2;2;3;1.09;1.5;7;1;0;0;0;0;0;0;0;3;0;0;4;7;1;1;3;15;3;3;6;28.6;0;0;1;1;5;1.1;0;0;4;2;1;20;1184698416
344;IsSigned;0;2;2;134;51;15.7;23;35.1;1;4;8;7;6;2.04;3.5;35;11;1;0;3;0;0;0;0;5;0;0;5;26;6;2;5;75;17;17;20;21.1;0;0;2;2;15;0.7;0;0;30;3;2;12;1176034107
345;IsTrue;0;0;0;55;11;9.1;2;60;1;2;2;2;3;1.09;1.5;5;0;0;0;0;0;0;0;0;3;0;0;3;6;0;1;3;15;4;4;7;31.8;0;0;1;1;5;1.1;0;0;4;2;1;10;1157136567
346;JakartaOroMatcher;0;0;0;168;50;14;18;48.8;1;9;3.33;4;4;1.68;1.78;40;5;2;0;0;0;0;0;0;9;1;1;7;21;22;1;7;70;18;18;40;36.4;0;0;7;7;102;4.9;0;0;29;6;8;28;1163371140
347;JakartaOroRegexp;0;0;0;98;36;25;20;38.8;1;3;8.67;9;6;2.61;4;26;7;0;0;1;0;0;0;0;3;0;0;10;16;3;0;2;52;9;9;14;21.2;0;24;5;5;65;4.2;0;0;23;3;3;26;1190731488
348;JakartaRegexpMatcher;0;0;0;161;48;14.6;18;47.8;1;9;3.56;4;4;1.81;1.78;32;5;0;0;0;1;0;0;1;10;1;1;3;11;45;1;7;68;17;17;36;34.6;0;0;5;5;95;4.7;0;0;31;5;7;30;1157136567
349;JakartaRegexpRegexp;0;0;0;90;34;23.5;18;41.1;1;3;8.33;8;6;2.56;3.67;26;7;0;0;2;0;0;0;0;3;0;0;3;4;3;0;2;45;8;8;13;22.4;0;0;6;6;70;5.2;0;0;22;3;3;28;1190731488
350;Jar;0;0;0;1061;421;21.4;267;34.4;4;9.5;8.74;19;7;2.66;3.82;289;83;10;6;26;3;0;0;3;33;0;2;24;160;398;2;14;599;140;46.7;237;28.3;0;0;46;44;385;2.1;1;1;295;18;34;135;1184953184
351;JarFileIterator;0;0;0;89;30;16.7;13;39.3;1;2;10.5;8;5;2.37;4.5;18;7;2;0;0;0;0;0;0;2;1;0;2;18;0;0;2;37;9;9;9;19.6;0;0;3;2;15;1.4;0;1;19;3;2;21;1157136567
352;JarLibAvailableTask;0;0;0;156;55;21.8;26;42.3;1;6;6.17;8;6;2.22;3.5;18;6;1;0;1;0;0;0;0;7;0;0;7;28;0;0;6;76;23;23;20;20.8;0;0;4;4;47;2.1;0;0;36;4;4;10;1157136567
353;JarLibDisplayTask;0;0;0;118;40;17.5;21;49.2;1;4;6.25;7;5;2.03;3.5;18;4;1;0;3;0;0;0;0;5;0;0;6;26;0;0;4;52;15;15;21;28.8;0;0;2;2;25;1.6;0;0;24;3;3;9;1157136567
354;JarLibManifestTask;0;0;0;295;95;12.6;59;47.5;1;12;5.25;4;5;1.85;2.08;33;16;0;1;1;0;0;0;0;13;0;0;7;52;48;0;7;127;28;28;68;34.9;0;0;4;4;50;1.3;0;0;60;6;11;16;1184693514
355;JarLibResolveTask;0;0;0;267;93;16.1;51;42.7;1;12;5.42;7;5;2.23;2.25;29;14;1;0;0;0;0;0;0;13;0;0;10;36;20;0;9;128;34;34;49;27.7;0;0;4;4;45;1.2;0;0;62;6;9;16;1186942471
356;JarMarker;0;0;0;108;23;4.3;5;57.4;1;8;1;2;3;1.26;1.13;10;0;0;0;0;0;0;0;0;9;1;0;2;12;20;1;8;34;4;4;27;44.3;0;0;1;1;5;0.5;0;0;8;2;2;3;1163872678
357;Jasper41Mangler;0;0;0;93;32;21.9;21;45.2;1;3;8.67;7;4;2.13;3.67;26;2;0;0;9;0;0;0;0;4;1;0;1;17;6;1;3;42;10;10;16;27.6;0;0;3;3;25;2;0;0;25;3;3;15;1190286757
358;JasperC;0;0;0;181;84;16.7;74;30.4;1;6;11;7;4;2.15;3.33;56;33;3;0;1;0;0;0;0;6;0;0;14;56;13;1;3;107;23;23;21;16.4;0;0;3;3;25;0.8;0;0;58;4;6;45;1163872830
359;Java;2;0;2;956;336;17.9;229;42.9;1;62;3.77;22;5;2.05;2.15;222;50;9;8;7;0;0;0;0;62;0;1;25;180;1409;11;43;475;146;146;199;29.5;0;81;10;8;125;0.9;0;2;217;38;57;150;1186942859
360;Javac;6;0;6;1174;378;15.1;165;43.2;2;43.5;2.62;14;5;1.86;1.91;249;32;8;8;15;3;0;1;3;86;0;1;17;147;3401;14;73;552;140;70;293;34.7;0;25;8;8;84;0.5;0;0;218;33;44;176;1187786631
361;Javac12;0;0;0;89;32;12.5;15;36;1;1;8;1;3;0.94;1;17;1;2;0;0;0;0;0;0;2;0;0;9;22;1;1;2;51;8;8;10;16.4;0;0;3;3;25;1.6;0;0;15;2;1;35;1163873487
362;Javac13;0;0;0;69;21;14.3;11;47.8;1;1;6;1;3;1.14;1;16;2;1;0;2;0;0;0;0;2;0;0;5;13;1;1;2;29;6;6;9;23.7;0;0;3;3;16;1.8;0;0;11;2;1;28;1157136567
363;JavaCC;0;0;0;556;214;17.8;99;34.2;1;33;3.79;17;6;2.03;2.48;183;26;5;2;27;3;0;0;3;34;0;0;10;86;0;2;27;289;82;82;100;25.7;0;0;8;6;64;0.7;0;2;112;25;30;65;1162853735
364;JavacExternal;2;0;2;92;33;12.1;23;39.1;1;2;10.5;6;3;1.58;4;14;3;2;0;1;0;0;0;0;3;0;0;7;24;3;1;2;46;10;10;12;20.7;0;0;2;2;15;1.1;0;0;18;2;2;28;1157136567
365;JavaClassHelper;0;0;0;69;28;14.3;17;44.9;1;1;18;6;6;2.36;6;20;13;1;0;0;0;0;0;0;2;1;0;0;3;1;0;2;35;6;6;8;18.6;0;0;5;5;85;8.1;0;0;18;2;1;15;1163720470
366;Javadoc;0;0;0;2434;825;10.7;748;36.1;12;11.33;4.35;26;7;2.53;1.79;895;258;64;24;31;11;1;2;11;106;0;0;34;275;5005;8;81;1347;331;25.5;459;25.4;0;42;112;109;1156;2.9;2;1;632;98;117;209;1187273969
367;JavaEnvUtils;0;16;16;463;189;18.5;82;40.8;1;14;8.29;6;5;2.58;2.31;70;8;27;0;4;1;0;0;1;16;1;0;2;40;72;27;11;230;46;46;135;37;0;46;46;44;365;5.3;0;2;125;8;11;40;1187269041
368;Javah;0;0;0;488;161;14.9;90;43;2;17;2.76;13;5;1.77;1.82;126;23;10;3;11;1;0;0;1;31;0;0;17;85;361;4;30;228;46;23;119;34.3;0;0;15;15;122;1.8;0;0;90;17;17;70;1192122616
369;JavahAdapter;0;0;0;38;5;0;0;76.3;1;1;0;0;1;0.2;0;1;0;0;0;0;0;0;0;0;1;1;0;2;1;0;4;1;6;0;0;7;53.8;0;0;2;2;7;3.9;0;0;0;2;1;3;1163720395
370;JavahAdapterFactory;0;0;0;88;20;20;10;58;1;3;3.67;6;3;1.45;3;16;4;1;0;1;0;0;0;0;4;1;0;7;14;6;1;3;31;13;13;22;41.5;0;0;3;3;40;4.3;0;0;11;3;3;6;1186942471
371;JavaResource;0;0;0;214;85;24.7;57;36.9;1;11;5.82;10;5;2.29;3.09;68;20;3;4;2;1;1;0;1;11;0;0;7;45;15;1;11;118;48;48;35;22.9;0;0;4;4;39;1.1;0;0;60;11;11;5;1190994465
372;JavaxScriptRunner;0;0;0;143;62;22.6;35;31.5;1;5;9.8;10;5;2.37;3.8;42;11;1;0;2;0;0;0;0;6;0;0;4;37;11;0;5;88;27;27;17;16.2;0;0;5;4;33;1.3;0;1;42;5;5;7;1183035594
373;JAXPUtils;0;3;3;258;73;17.8;34;50.4;1;11;4.09;3;4;1.77;2.18;25;5;5;0;0;0;0;0;0;13;1;0;2;32;70;10;9;106;39;39;63;37.3;0;0;2;2;35;1.1;0;0;36;9;11;19;1163720250
374;JbossDeploymentTool;0;0;0;110;38;21.1;26;42.7;1;5;4.6;6;3;1.71;2.8;34;10;1;0;2;0;0;0;0;6;0;0;5;23;9;1;3;54;15;15;18;25;0;0;3;3;30;1.9;0;0;20;2;4;30;1163549616
375;JDBCTask;0;0;0;472;140;15.7;58;46.4;1;24;3.71;11;7;2.21;2.08;65;14;2;2;3;0;0;0;0;26;0;1;7;60;225;1;20;200;46;46;122;37.9;0;0;10;10;121;2;0;0;82;4;8;24;1190203482
376;JDependTask;0;0;0;679;260;20.8;182;34.8;2;15;7.1;1;5;1.62;1;193;38;12;12;11;16;0;0;16;30;0;0;10;31;435;0;28;375;77;38.5;135;26.5;0;25;32;29;313;2.8;1;2;173;12;12;71;1157410187
377;Jdk14RegexpMatcher;0;0;0;169;52;15.4;19;47.3;1;9;3.89;4;4;1.83;1.89;43;10;2;0;0;0;0;0;0;9;1;1;3;19;30;1;7;73;20;20;40;35.4;0;0;7;7;102;4.7;0;0;33;5;7;30;1157136567
378;Jdk14RegexpRegexp;0;0;0;104;47;27.7;28;35.6;1;3;12.67;13;6;2.72;5.33;36;12;0;0;1;0;0;0;0;3;0;0;4;19;3;0;2;59;11;11;13;18.1;0;24;7;7;90;5.1;0;0;33;3;3;30;1190731488
379;Jikes;0;0;0;221;92;30.4;97;33.5;1;2;42;27;4;2.36;18.5;129;69;5;7;8;3;0;2;3;2;1;0;6;30;0;0;0;121;32;32;41;25.3;0;0;5;5;62;1.7;0;0;79;2;2;83;1187344447
381;JikesOutputParser;0;0;0;182;61;16.4;21;44;1;12;2.75;7;5;1.7;1.83;47;5;6;0;2;3;2;0;3;12;1;0;2;22;44;1;5;84;22;22;43;33.9;0;0;14;14;82;3.3;0;0;32;6;12;28;1162767827
382;JJDoc;0;0;0;215;91;15.4;61;25.1;1;8;7.13;10;5;1.84;3.38;73;21;1;0;5;0;0;0;0;8;0;0;13;57;4;0;7;124;25;25;20;13.9;0;18;11;11;98;2.6;0;0;53;5;5;15;1165207910
383;JJTree;0;0;0;405;156;14.1;109;28.9;1;23;4.35;12;5;1.89;2.61;120;32;2;3;8;0;0;0;0;22;0;0;13;80;59;0;17;221;61;61;57;20.5;0;18;15;15;151;2.3;0;0;95;14;18;72;1165207910
384;jlink;0;0;0;458;190;22.1;115;29.9;1;16;9.38;9;6;2.38;3.75;147;29;3;1;8;3;1;1;3;17;1;0;2;81;100;1;9;250;64;64;82;24.7;0;0;22;20;211;2.8;1;1;139;8;15;26;1190286757
385;JlinkTask;0;0;0;182;63;20.6;35;41.8;1;10;4.2;7;3;1.81;2.4;30;0;5;0;0;0;0;0;0;11;0;0;6;35;9;0;8;87;25;25;40;31.5;0;0;5;5;25;1;0;0;39;6;8;29;1157136567
386;JonasDeploymentTool;0;0;0;823;252;8.7;209;36.5;1;22;8.45;8;5;1.89;1.81;216;83;4;7;7;7;2;5;7;28;0;0;11;97;302;1;16;395;81;81;188;32.2;0;0;22;21;263;2.2;0;1;204;2;13;20;1163549616
387;JonasHotDeploymentTool;0;0;0;251;70;21.4;66;43.4;1;7;7.14;16;5;2.23;3.71;81;45;1;5;7;0;0;0;0;9;0;0;8;38;14;1;7;105;24;24;50;32.3;0;0;3;3;33;1;0;0;51;3;3;18;1157136567
388;JSharp;0;0;0;141;29;10.3;8;58.2;1;9;1.56;3;3;1.48;1.33;21;0;0;0;0;1;0;0;1;9;0;0;5;17;26;0;6;43;13;13;40;48.2;0;0;1;1;5;0.4;0;0;14;7;9;18;1163720395
389;JspC;0;0;0;692;215;18.6;95;42.9;2;21.5;3.23;13;5;2;1.95;139;21;3;5;17;1;0;1;1;42;0;0;13;92;753;3;36;315;64;32;167;34.6;0;25;12;12;151;1.6;0;0;130;18;22;70;1163720395
390;JspCompilerAdapter;0;0;0;64;9;0;0;71.9;1;4;0;0;1;0.44;0;2;0;0;0;0;0;0;0;0;4;1;0;3;4;6;3;4;10;0;0;16;61.5;0;0;1;1;5;1.7;0;0;0;5;4;11;1157136567
391;JspCompilerAdapterFactory;0;0;0;121;24;4.2;15;57;1;3;4.67;1;3;1.38;1;24;3;3;0;0;0;0;0;0;4;1;0;10;18;6;1;2;43;15;15;38;46.9;0;0;5;4;30;2.3;0;1;13;3;4;13;1157136567
392;JspMangler;0;0;0;47;5;0;0;74.5;1;2;0;0;1;0.4;0;1;0;0;0;0;0;0;0;0;2;1;0;0;2;1;6;2;6;0;0;11;64.7;0;0;1;1;5;2.8;0;0;0;3;2;8;1163720395
393;JspNameMangler;0;0;0;155;43;23.3;24;42.6;1;5;6.6;8;4;2.02;3;30;8;0;0;7;2;0;0;2;7;1;0;2;23;19;1;3;73;13;13;30;29.1;0;0;5;3;30;1.4;0;2;32;3;5;19;1190298820
394;JUnitResultFormatter;0;0;0;63;10;0;0;69.8;1;5;0;0;1;0.5;0;3;0;0;0;2;0;0;0;0;5;1;0;4;5;10;8;5;12;0;0;14;53.8;0;0;1;1;5;1.4;0;0;0;6;5;25;1163111954
395;JUnitTask;0;0;0;1872;688;19;496;38.5;8;10.13;7;1933587768;5;1.71;116015267.5;607;186;17;12;22;6;0;1;6;67;0;0;35;277;1961;4;36;1012;245;30.6;461;31.3;0;0;44;40;475;1.6;2;2;475;35;67;205;1190286757
396;JUnitTaskMirror;0;0;0;188;27;0;0;68.1;4;3.5;0;1;2;1.33;1;10;0;0;0;1;0;0;0;0;3;1;0;5;3;3;2;3;35;0;0;65;65;0;0;3;3;17;1.6;0;0;0;18;14;10;1163199236
397;JUnitTaskMirrorImpl;0;0;0;106;40;0;12;32.1;2;5;1.8;1;3;1.7;1;51;4;4;0;1;0;0;0;0;4;1;0;13;14;6;0;4;56;10;5;13;18.8;3;0;2;2;10;0.6;0;0;18;8;9;8;1163199236
398;JUnitTest;0;0;0;241;71;7;17;48.5;1;19;2.11;5;3;1.61;1.37;52;4;1;0;0;0;0;0;0;19;0;0;3;34;99;14;18;97;24;24;58;37.4;0;0;12;12;104;3.6;0;0;39;11;12;36;1163199236
399;JUnitTestRunner;0;0;0;1035;432;19;275;28.7;3;16.67;7.1;17;9+;1.96;1.94;484;118;23;15;66;9;1;0;9;42;1;0;20;152;729;7;24;639;143;143;188;22.7;0;0;61;55;581;3;3;3;308;23;37;88;1187274110
400;JUnitVersionHelper;0;0;0;138;49;30.6;31;42;1;2;16.5;13;5;2.59;9;39;9;1;2;3;0;0;0;0;4;1;0;3;20;4;4;3;71;23;23;31;30.4;0;0;11;9;121;5.7;0;2;32;3;2;29;1186942158
401;Jvc;0;0;0;115;45;22.2;42;33.9;1;1;38;12;3;1.98;12;50;31;1;5;2;0;0;0;0;2;0;0;7;26;1;1;2;57;11;11;17;23;0;0;2;2;16;0.9;0;0;37;2;1;35;1157136567
402;Kaffeh;0;0;0;94;41;19.5;40;31.9;1;2;15;7;4;1.88;5;32;22;0;0;1;0;0;0;0;3;1;0;10;28;3;1;2;52;12;12;8;13.3;0;0;1;1;5;0.3;0;0;29;2;2;3;1163720395
403;KaffeNative2Ascii;0;0;0;88;28;14.3;12;42;1;3;5.33;3;4;1.54;2.33;17;2;0;0;1;0;0;0;0;5;0;0;7;16;8;1;1;42;10;10;12;22.2;0;0;2;2;15;1.2;0;0;15;1;3;4;1163873116
404;KaffeRmic;0;0;0;104;35;17.1;27;39.4;1;3;8;5;5;2;3;24;11;0;0;1;0;0;0;0;5;0;0;8;25;4;1;3;53;11;11;14;20.9;0;0;4;3;35;2.2;1;0;23;3;3;37;1163873435
405;KeepAliveInputStream;0;0;0;57;8;0;1;73.7;1;2;0.5;1;2;0.5;1;4;0;0;0;0;0;0;0;0;2;3;0;0;3;1;1;2;11;2;2;16;59.3;0;0;2;2;10;3;0;0;1;3;2;7;1157136567
406;KeepAliveOutputStream;0;0;0;56;8;0;1;73.2;1;2;0.5;1;2;0.5;1;3;0;0;0;0;0;0;0;0;2;3;0;0;3;1;1;2;11;2;2;15;57.7;0;0;2;2;10;3;0;0;1;3;2;17;1157136567
407;KeySubst;0;0;0;201;89;16.9;49;35.8;1;7;9.43;11;5;2.43;3.43;76;21;1;2;9;3;0;1;3;8;0;0;2;40;10;0;8;117;20;20;37;24;0;0;22;18;221;6.3;2;2;61;5;4;30;1190203482
408;Kjc;0;0;0;119;47;21.3;39;31.9;1;2;19;11;3;1.91;6;32;12;1;5;1;0;0;0;0;3;0;0;9;23;3;1;2;59;11;11;14;19.2;0;0;1;1;5;0.3;0;0;37;2;2;35;1157136567
409;Last;0;0;0;71;27;14.8;13;40.8;1;1;18;7;3;1.56;7;19;2;0;0;4;0;0;0;0;2;0;0;3;20;1;0;1;34;10;10;8;19;0;0;2;2;25;2.5;0;0;18;1;1;2;1186942301
410;Launcher;0;0;0;350;146;22.6;98;31.7;1;7;17.14;25;5;2.32;6.71;132;48;0;6;26;0;0;0;0;9;1;0;3;57;34;2;2;199;51;51;56;22;0;0;27;23;249;4.2;0;4;115;2;7;57;1165791503
411;LaunchException;0;0;0;37;4;0;1;75.7;1;1;1;1;2;0.75;1;2;0;0;0;0;0;0;0;0;1;3;0;0;2;0;1;1;6;1;1;5;45.5;0;0;1;1;5;2.8;0;0;1;2;1;7;1157136567
412;LazyFileOutputStream;0;0;0;162;46;8.7;16;51.2;1;11;2.09;4;3;1.48;1.45;38;0;4;0;0;0;0;0;0;11;2;0;0;23;39;1;10;64;17;17;42;39.6;0;0;5;5;25;1.3;0;0;23;11;11;10;1163720250
413;LazyHashtable;0;0;0;120;31;3.2;14;54.2;1;9;1.89;2;3;1.45;1.11;9;0;0;0;0;1;1;0;1;9;3;0;0;16;34;0;8;42;11;11;30;41.7;0;0;10;10;90;7.1;0;0;17;9;9;12;1163720250
414;LeadPipeInputStream;0;0;0;159;56;21.4;19;43.4;1;9;4.11;7;5;2.27;2.56;25;2;3;0;2;0;0;0;0;9;3;0;2;20;34;1;9;76;18;18;32;29.6;0;26;6;6;60;2.6;0;0;32;9;8;10;1190626826
415;Length;2;0;2;330;146;14.4;77;26.7;7;4;2.79;9;4;1.93;1.82;119;8;18;0;3;5;0;0;5;17;0;0;18;53;86;4;14;205;53;7.6;39;16;0;0;6;5;43;0.7;0;1;75;12;24;16;1186829119
416;LibFileSet;0;0;0;117;18;0;0;69.2;1;6;1;1;2;1.17;1;13;0;0;0;0;0;0;0;0;7;0;0;1;8;15;2;4;26;3;3;35;57.4;0;0;1;1;5;0.6;0;0;6;1;3;10;1157136567
417;LibraryDisplayer;0;0;0;149;59;22;33;36.9;1;5;9.6;13;4;2.31;4.2;31;4;0;5;0;0;0;0;0;6;1;0;4;26;15;1;0;83;24;24;20;19.4;0;0;15;15;159;6.4;0;0;47;0;5;10;1157136567
418;LineContains;0;0;0;243;67;19.4;33;51.9;2;6;3.42;11;5;2.13;2.17;51;21;1;0;3;0;0;0;0;10;0;0;5;29;0;1;7;94;21;10.5;62;39.7;0;29;5;5;85;3;0;0;40;7;8;27;1157136567
419;LineContainsRegExp;0;0;0;222;67;19.4;36;50;1;10;4.3;11;5;2.24;2.4;56;21;1;0;3;0;0;0;0;10;0;0;6;32;0;1;7;92;21;21;56;37.8;0;30;5;5;85;3.1;0;0;42;6;8;18;1157136567
420;LineOrientedOutputStream;0;0;0;140;47;19.1;14;45;1;5;6.2;9;4;2.09;3.8;26;1;1;0;5;1;0;0;1;7;2;2;0;15;0;2;5;63;18;18;27;30;0;0;6;6;26;1.4;0;0;29;5;6;6;1163371140
421;LineTokenizer;0;0;0;115;48;29.2;6;33.9;1;3;12;15;5;2.48;6;33;3;1;4;3;0;0;0;0;4;0;0;2;10;0;6;4;64;15;15;13;16.9;0;21;6;6;92;4.8;0;0;34;3;2;7;1190626826
422;LoaderUtils;0;13;13;139;30;10;15;59;1;8;2;3;4;1.53;1.38;23;3;1;0;0;0;0;0;0;10;1;0;3;29;43;7;8;42;11;11;36;46.2;0;0;5;5;55;4.4;0;0;15;8;8;19;1165186008
423;LoadFile;0;0;0;40;6;0;2;70;1;1;1;1;2;0.5;1;2;0;0;0;0;0;0;0;0;2;0;0;3;5;1;0;2;8;1;1;5;38.5;0;0;1;1;5;2.1;0;0;1;2;1;47;1157136567
424;LoadProperties;0;0;0;224;94;14.9;53;38.4;1;11;5.27;12;5;1.96;2.36;38;7;2;2;6;3;0;0;3;12;0;0;14;58;46;0;11;118;30;30;35;22.9;0;0;4;4;54;1.5;0;0;54;10;10;47;1188826144
425;LoadResource;0;0;0;234;96;21.9;42;35.9;1;7;9.57;24;5;2.29;4.57;51;13;2;5;7;1;0;0;1;8;0;1;9;46;2;1;8;128;33;33;33;20.5;0;0;5;5;72;1.9;0;0;59;5;4;9;1179737295
426;Location;4;0;4;177;48;14.6;23;52;1;10;2.8;4;4;1.73;1.8;22;2;1;0;0;0;0;0;0;11;1;0;1;26;41;149;9;65;17;17;46;41.4;0;0;5;5;40;2.1;0;0;27;7;7;29;1157136567
427;LocationResolver;0;0;0;64;17;5.9;2;56.3;1;3;2;2;3;1.06;1.33;5;0;0;0;0;0;0;0;0;4;1;0;4;10;0;1;4;23;4;4;10;30.3;0;0;2;2;10;1.4;0;0;6;3;2;13;1157136567
428;Locator;0;0;0;532;230;23;132;36.3;2;6.5;13.31;8;7;1.99;3.17;213;53;3;7;28;1;1;0;1;13;1;0;1;76;76;7;10;310;87;87;130;29.5;0;0;36;32;296;3.2;1;3;178;11;12;46;1189784754
429;Log4jListener;0;0;0;179;82;36.6;61;31.3;1;8;7.88;10;5;2.78;3.88;68;38;1;0;0;1;0;0;1;8;1;0;2;9;28;0;8;108;26;26;18;14.3;0;0;3;3;21;0.6;0;0;53;9;8;21;1162680620
430;LogLevel;0;0;0;87;17;0;9;44.8;1;4;1;1;2;1.06;1;6;1;2;0;0;0;0;0;0;5;0;2;1;8;8;2;3;35;4;4;12;25.5;0;0;3;3;15;1.4;0;0;4;3;4;3;1163720163
431;LogListener;0;0;0;30;3;0;0;80;1;1;0;0;1;0.33;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;1;4;0;0;3;42.9;0;0;2;2;7;5.8;0;0;0;2;1;7;1157136567
432;LogOutputStream;0;0;0;111;27;3.7;6;55.9;1;7;1.57;2;3;1.22;1.14;19;0;0;0;0;0;0;0;0;7;0;2;3;14;7;17;4;36;8;8;22;37.9;0;0;2;1;5;0.5;0;1;10;4;6;38;1178663420
433;LogStreamHandler;0;0;0;69;17;5.9;9;58;1;3;2.67;2;3;1.29;1.33;11;2;0;0;0;0;0;0;0;3;0;0;5;10;3;13;3;23;5;5;12;34.3;0;0;1;1;5;0.7;0;0;7;4;3;23;1157136567
434;LongCPInfo;0;0;0;56;10;0;5;62.5;1;3;1;1;2;0.9;1;3;0;0;0;0;0;0;0;0;3;0;0;1;11;3;1;3;14;3;3;9;39.1;0;0;1;1;5;1.2;0;0;3;4;3;16;1157136567
435;MacroDef;0;0;0;830;289;20.1;139;38.4;6;9.33;3.38;24;5;2.32;2.32;186;28;7;5;6;0;0;0;0;23;0;0;14;78;195;5;16;436;150;25;148;25.3;0;0;15;14;121;0.9;1;0;186;28;28;44;1179512631
436;MacroInstance;0;0;0;408;229;28.8;191;17.6;2;6.5;14.08;20;7;3;5.77;225;99;10;10;7;0;0;0;0;12;0;0;14;100;18;1;8;312;77;38.5;28;8.2;0;0;24;21;213;2.3;3;0;166;8;10;45;1189162349
437;MagicNames;0;0;0;197;29;0;0;67.5;1;1;0;1;1;0.9;1;43;0;25;0;0;0;0;0;0;1;1;0;0;2;0;0;0;34;1;1;62;64.6;0;0;26;26;130;12.7;0;0;0;1;1;23;1182484322
438;Mailer;0;18;18;220;57;0;2;55.9;1;17;1;1;2;1.19;1;93;12;0;0;0;0;0;0;0;19;1;2;5;21;145;4;18;76;17;17;49;39.2;0;0;14;14;247;10.8;0;0;17;18;18;20;1163370926
439;MailLogger;24;0;24;344;168;8.9;125;24.4;2;11.5;4.87;12;6;2.14;1.73;162;24;9;6;5;0;0;0;0;7;0;0;12;93;15;0;2;235;47;23.5;51;17.8;18;0;31;28;296;4.2;0;3;107;20;24;30;1187598731
440;MailMessage;0;0;0;525;204;14.2;95;38.9;2;18;3.75;11;5;1.9;1.92;198;12;3;3;21;1;0;0;1;31;1;0;3;70;407;2;13;271;71;35.5;144;34.7;2;0;14;14;191;2.3;0;0;130;15;35;32;1157136567
441;Main;12;0;12;1134;474;15;378;31.1;1;23;17.65;47;8;3.72;4.9;477;116;55;11;28;3;0;0;3;32;1;0;18;146;356;2;5;672;177;177;236;26;0;0;121;112;1273;6.3;4;5;403;5;31;146;1180068387
442;Majority;0;0;0;84;26;19.2;6;45.2;1;4;4.25;12;5;2.12;3.75;28;1;3;2;6;0;0;0;0;4;0;0;3;11;0;0;4;36;15;15;11;23.4;0;0;3;3;23;2.1;0;0;16;3;3;3;1157136567
443;MajoritySelector;0;0;0;105;32;18.8;12;50.5;1;4;5.75;6;4;1.97;2.5;24;4;1;0;2;0;0;0;0;4;0;0;2;15;0;6;4;42;10;10;23;35.4;0;0;3;3;30;2.4;0;0;22;3;3;10;1157136567
