;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total
647;SpringerLink;0;0;0;0;1;0;0;13;27;3;1;0;14;27;1;2;2;75;34;8.8;25;29.3;1;1;14;4;5;1.5;4;489;43;4;4;4;8.5;0;0;1;1;5;0.4;0;0;13;1;1;14;1459518708;0;0;0
648;SQLUtil;0;0;0;5;4;0;0;10;63;14;1;0;6;55;77;8;9;237;85;20;59;40.9;1;13;3.31;3;5;1.99;1.85;731;117;31;31;48;29.1;0;0;2;2;7;0.2;0;0;57;10;13;41;1364106558;0;0;0
649;StreamEavesdropper;0;0;0;4;0;0;0;0;21;6;1;0;1;13;3;3;6;65;26;0;13;30.8;1;6;2;1;2;1.31;1;452;33;6;6;3;8.3;6;0;4;4;30;3;0;0;12;7;6;4;1438214712;0;0;0
650;StringAddChange;0;1;0;1;0;0;0;2;27;4;0;0;12;27;0;1;3;80;37;8.1;33;20;1;3;5.33;4;3;1.22;2;30;50;6;6;1;2;0;0;1;1;5;0.3;0;0;14;0;3;35;1364106558;12;0;12
651;StringChange;0;2;0;2;0;0;0;1;41;4;0;0;13;28;0;1;3;106;62;11.3;52;16;1;3;12;6;4;1.68;3.33;31;74;7;7;2;2.6;0;0;2;2;13;0.6;0;0;32;0;3;36;1364106558;14;0;14
652;StringDialog;0;2;0;4;2;0;0;18;171;14;6;0;25;78;59;11;4;485;280;8.9;235;6.4;11;2.64;6.34;11;6;2.36;1.93;133;366;61;6.8;16;4.2;3;0;7;7;296;2.7;0;0;175;3;26;101;1364106558;0;0;0
653;StringInt;0;1;0;1;0;0;0;0;8;1;1;0;0;2;0;4;1;67;7;0;0;79.1;1;1;2;1;2;1;1;526;9;1;1;23;71.9;0;0;2;2;15;5.6;0;0;2;4;1;19;1364106558;0;0;0
654;StringLengthComparator;0;1;0;1;0;0;0;0;9;3;1;0;0;5;3;3;3;16;9;22.2;4;0;1;1;5;3;3;1.44;3;663;13;5;5;0;0;1;0;1;1;5;1.3;0;0;5;1;1;1;1449003619;0;0;0
655;StringNameChange;0;2;0;2;0;0;0;2;38;4;0;0;12;26;0;1;3;97;51;11.8;24;18.6;1;3;9;7;4;1.57;3;32;63;7;7;3;4.5;0;0;1;1;5;0.3;0;0;24;0;3;32;1364106558;13;0;13
656;StringRemoveChange;0;3;0;3;0;0;0;1;29;4;0;0;10;24;0;1;3;74;34;2.9;23;23;1;3;4.33;2;3;1.12;1.33;33;43;4;4;2;4.4;0;0;1;1;5;0.4;0;0;12;0;3;32;1364106558;11;0;11
657;StringUtil;0;0;0;1;96;18;4;55;321;29;1;0;3;86;400;35;26;656;279;25.8;171;32.6;1;27;8.85;15;7;2.46;5.41;664;372;169;169;135;26.6;6;0;20;18;244;2.2;2;0;239;26;27;58;1440073995;7;4;11
658;StyleLoader;0;0;0;0;4;0;0;3;67;9;1;0;5;44;0;4;5;158;88;17;50;17.7;1;8;7.25;5;5;2.09;2.88;614;112;26;26;11;8.9;5;0;1;1;5;0.1;0;0;57;6;8;11;1459277251;0;2;2
659;StyleSelectDialog;0;0;0;1;9;3;1;66;221;37;1;0;45;165;532;6;4;557;355;11;311;9.3;8;4.13;7.3;8;5;2.14;2.5;262;426;68;17;27;6;4;0;3;3;255;2;0;0;225;4;20;82;1364106558;0;0;0
660;SynchronizeFileField;0;1;1;2;9;14;9;66;207;4;0;0;24;77;0;1;4;410;245;14.7;215;12.2;3;3.67;15.64;29;9+;3.35;4.18;77;316;45;22.5;33;9.5;4;0;14;13;370;3.9;1;0;164;5;9;94;1180189054;0;0;0
661;TableColumnsTab;0;2;1;6;58;24;2;61;388;18;5;0;23;122;89;9;5;811;470;6.2;465;7;3;6.33;13.63;15;6;1.69;3.19;284;646;121;13.4;36;5.3;1;0;10;8;117;0.6;1;1;384;1;22;103;1102282621;0;0;0
662;TablePrefsTab;0;1;0;2;0;5;0;14;82;9;5;0;8;68;6;1;5;317;218;6.4;224;11;1;9;19;10;4;1.82;3;285;241;17;17;10;4;0;0;3;3;21;0.3;0;0;168;0;5;98;1364106558;0;0;0
663;TagToMarkedTextStore;0;0;0;0;1;0;0;0;29;4;1;0;1;19;0;2;4;113;40;15;17;31.9;2;3.5;3.14;4;5;1.88;1.86;265;54;11;5.5;7;11.5;3;0;1;1;5;0.3;0;0;22;6;6;18;1364106558;0;0;0
664;TeeStream;0;1;0;2;0;0;0;0;13;3;4;0;0;6;0;1;3;50;15;6.7;5;42;1;3;2.67;2;3;1.47;1.33;453;22;4;4;4;15.4;1;0;2;2;15;2.3;0;0;7;2;3;4;1438214712;0;0;0
665;TextArea;0;1;0;1;0;0;1;0;34;18;0;0;10;44;137;4;18;160;48;0;45;14.4;1;1;30;0;2;1.35;0;188;103;14;14;6;5.5;1;54;2;2;25;0.8;0;0;31;2;13;13;1440675186;0;0;0
666;TextField;0;1;0;1;0;0;1;10;58;22;6;0;15;62;209;5;18;218;97;7.2;54;15.6;3;7.33;2.45;5;6;1.63;1.5;189;146;27;27;17;10.4;1;102;5;5;295;6.7;0;0;49;2;17;20;1440675186;0;0;0
667;TextInputDialog;1;4;0;5;7;3;1;63;288;29;6;0;38;203;256;9;2;775;375;0.3;414;13.8;3;1.67;23.8;2;4;1.25;1.2;266;552;65;6.5;71;11.4;3;0;12;9;527;3.2;3;0;285;3;32;114;1364106558;0;0;0
668;TextPrefixFunction;0;0;0;0;0;0;0;6;23;2;1;0;6;11;0;1;2;71;23;13;11;42.3;1;2;7.5;4;3;1.74;2.5;9;30;8;8;12;28.6;1;0;2;2;25;2.8;0;0;15;2;2;12;1364106558;0;0;0
669;TimeStamp;0;0;0;0;0;0;1;3;11;4;1;0;5;10;4;1;3;31;15;0;6;12.9;1;2;2;2;2;0.73;1.5;653;19;3;3;2;9.5;2;0;2;2;35;6.1;0;0;4;3;2;3;1458818056;11;0;11
670;Title;0;0;0;0;0;0;0;12;22;5;1;0;3;20;4;5;5;57;21;9.5;21;31.6;1;5;1.8;2;3;1.24;1.4;474;30;8;8;1;3.2;3;0;1;1;5;0.6;0;0;9;4;4;2;1446127542;0;0;0
671;TitleCaseFormatter;0;0;0;0;0;0;0;19;28;6;1;0;6;23;15;4;6;53;22;9.1;24;9.4;1;5;2.6;3;4;1.55;1.4;475;36;7;7;3;7.7;1;0;1;1;5;0.5;0;0;13;1;5;2;1459521143;0;0;0
672;TitleParser;0;0;0;0;18;0;1;4;40;5;1;0;2;20;4;1;2;79;43;16.3;27;3.8;1;2;16.5;5;5;1.88;4.5;476;56;12;12;1;1.8;1;0;2;2;25;1.5;0;0;33;2;4;3;1446127542;0;0;0
673;ToLowerCase;0;0;0;1;0;0;1;0;6;2;1;0;1;4;1;2;2;54;7;14.3;1;72.2;1;1;3;2;3;1.14;2;583;11;3;3;17;60.7;0;0;1;1;5;1.5;0;0;3;1;1;15;1364106558;0;0;0
674;ToUpperCase;0;0;0;1;0;0;1;0;6;2;1;0;1;4;1;2;2;34;7;14.3;1;52.9;1;1;3;2;3;1.14;2;584;11;3;3;1;8.3;0;0;1;1;5;1.5;0;0;3;1;1;11;1364106558;0;0;0
675;TransferableBibtexEntry;0;0;0;0;2;0;0;0;22;5;1;0;5;24;0;3;4;81;36;11.1;15;23.5;1;4;4;5;5;1.59;2.25;134;52;13;13;2;3.7;2;0;2;2;15;1;0;0;16;2;4;30;1364106558;0;0;0
676;TransferableEntrySelection;0;0;0;0;0;0;0;3;31;7;1;0;1;25;7;2;6;98;46;8.7;16;16.3;1;6;2.5;4;3;1.41;1.67;204;68;12;12;1;1.4;0;0;2;2;15;0.7;0;0;23;0;4;24;1364106558;0;0;0
677;TransferableFileLinkSelection;0;0;0;0;0;0;0;0;19;5;1;0;9;28;6;1;4;120;31;3.2;18;55;1;4;2.25;2;3;0.84;1.5;78;43;6;6;43;50;1;0;5;5;25;1.9;0;0;9;2;4;36;1364106558;0;0;0
678;TreeNode;0;0;0;0;7;2;3;20;147;39;1;3;2;68;495;20;33;605;157;16.6;128;49.8;1;23;4.87;7;5;2.01;2;501;246;86;86;185;42.9;0;0;4;4;16;0.2;0;0;128;34;37;8;1455911924;0;1;1
679;TypedBibEntry;0;0;0;0;0;0;0;14;47;8;1;0;9;30;8;9;8;111;53;11.3;38;25.2;1;7;2.86;3;3;1.28;1.71;416;67;19;19;6;8.2;6;0;1;1;5;0.2;0;0;24;9;8;11;1460037394;5;0;5
680;UnabbreviateAction;0;0;0;0;9;0;0;5;31;4;0;0;11;21;0;1;4;79;36;16.7;19;22.8;1;4;5.25;7;4;1.67;2.5;221;50;10;10;1;2;1;16;2;2;25;1.7;0;0;21;2;4;30;1364106558;0;0;0
681;UndefinedBibtexEntry;0;0;1;1;0;0;0;0;6;2;0;0;2;5;0;1;2;40;12;0;3;47.5;1;2;2;1;2;0.92;1;263;15;1;1;2;11.8;0;0;1;1;5;1.1;0;0;4;0;1;18;1364106558;0;0;0
682;UndefinedCharacterFormatException;0;0;0;0;0;0;0;0;6;2;3;0;0;3;0;3;2;35;8;0;1;54.3;1;2;1.5;1;2;1.13;1;264;11;1;1;2;15.4;0;0;1;1;5;1.5;0;0;3;0;1;11;1364106558;0;0;0
683;UndefinedParagraphFormatException;0;0;0;0;0;0;0;0;6;2;3;0;0;3;0;4;2;35;8;0;1;54.3;1;2;1.5;1;2;1.13;1;615;11;1;1;2;15.4;1;0;1;1;5;1.5;0;0;3;2;1;11;1364106558;0;0;0
684;UndoableAbbreviator;0;0;0;0;1;0;0;3;30;3;1;0;5;16;0;1;2;64;33;18.2;13;15.6;1;3;6.67;5;3;1.55;3;222;42;13;13;7;14.3;2;0;1;1;5;0.4;0;0;19;3;3;9;1438214712;0;0;0
685;UndoableAddOrRemoveGroup;0;2;0;2;3;8;1;17;55;7;2;0;5;32;15;7;5;166;78;41;46;31.9;1;7;8.14;14;6;2.88;3.43;205;101;24;24;31;23.5;0;0;9;9;36;1.2;0;0;44;0;7;27;1364106558;0;0;0
686;UndoableChangeAssignment;0;3;0;3;0;0;2;8;29;5;2;0;5;22;4;1;5;85;33;6.1;22;31.8;1;5;2.8;2;3;1.18;1.4;206;46;7;7;4;8;0;0;1;1;5;0.4;0;0;14;2;5;31;1364106558;0;0;0
687;UndoableChangeEntriesOfGroup;0;0;0;0;4;0;1;3;19;2;1;0;7;16;1;6;2;47;20;15;13;31.9;1;1;11;4;3;1.4;4;207;25;6;6;0;0;2;0;2;2;35;4.7;0;0;12;2;1;8;1455911924;0;0;0
688;UndoableChangeType;0;1;0;1;0;0;0;0;16;5;2;0;1;9;4;3;5;57;21;0;4;31.6;1;5;1.8;1;2;1.24;1;302;31;5;5;1;3.1;1;0;1;1;5;0.5;0;0;9;2;5;17;1364106558;0;0;0
689;UndoableFieldChange;0;1;0;1;0;0;0;0;24;8;2;0;5;24;18;22;7;105;44;13.6;19;21.9;1;7;3.43;4;4;1.68;1.86;303;64;11;11;6;8.6;2;23;3;3;43;2.2;0;0;20;3;7;27;1066683406;0;4;4
690;UndoableInsertEntry;0;2;0;2;0;0;0;0;19;6;2;0;5;14;7;9;5;78;30;3.3;7;29.5;1;5;2.6;2;3;1.27;1.2;304;42;6;6;6;12.5;1;18;3;2;25;2;0;1;12;2;5;25;1364106558;0;6;6
691;UndoableInsertString;0;2;0;2;0;0;0;0;19;6;2;0;7;20;7;5;5;80;33;3;13;21.3;1;5;2.8;2;3;1.18;1.2;305;47;6;6;2;4.1;2;0;1;1;5;0.4;0;0;13;2;5;25;1364106558;0;6;6
692;UndoableKeyChange;0;2;0;2;0;0;0;0;22;7;2;0;3;16;15;5;6;82;29;0;10;26.8;1;7;1.71;1;2;1.21;1;306;45;7;7;5;10;1;20;3;3;33;2.4;0;0;12;2;7;21;1071348612;0;0;0
693;UndoableModifyGroup;0;1;0;1;0;0;0;4;27;5;2;0;5;21;4;1;5;79;30;0;23;29.1;1;5;2.6;1;2;1.2;1;208;45;5;5;6;11.8;0;0;6;6;13;1;0;0;13;0;5;19;1364106558;0;0;0
694;UndoableModifySubtree;0;3;0;3;2;0;0;6;29;5;2;0;4;27;0;4;5;89;36;8.3;22;32.6;1;5;3.8;3;3;1.42;1.6;209;50;8;8;11;18;1;0;9;9;35;2.3;0;0;22;2;5;24;1364106558;0;3;3
695;UndoableMoveGroup;0;1;0;1;0;0;0;18;41;5;2;0;5;24;4;1;5;78;34;0;32;32.1;1;5;3.2;1;2;1.24;1;210;44;5;5;7;13.7;0;0;7;7;5;0.4;0;0;16;0;5;19;1364106558;0;0;0
696;UndoablePreambleChange;0;1;0;1;0;0;0;0;19;5;2;0;3;15;4;2;5;80;27;0;10;30;1;5;2.4;1;2;1.22;1;307;40;5;5;7;14.9;1;18;2;2;25;2.1;0;0;12;2;5;20;1364106558;0;2;2
697;UndoableRemoveEntry;0;2;0;2;0;0;0;0;19;6;2;0;5;14;7;6;5;78;30;3.3;7;29.5;1;5;2.6;2;3;1.27;1.2;308;42;6;6;6;12.5;1;18;3;2;25;2;0;1;12;2;5;25;1364106558;0;2;2
698;UndoableRemoveString;0;2;0;2;0;0;0;0;19;6;2;0;7;20;7;2;5;80;33;3;13;21.3;1;5;2.8;2;3;1.18;1.2;309;47;6;6;2;4.1;2;21;2;2;35;2.5;0;0;13;2;5;25;1364106558;0;2;2
699;UndoableStringChange;0;1;0;1;0;0;0;0;23;5;2;0;3;17;0;3;5;90;37;10.8;16;18.9;1;5;4.2;3;3;1.51;1.8;310;55;9;9;2;3.5;2;0;1;1;5;0.3;0;0;19;2;5;18;1364106558;0;4;4
700;UndoableUnabbreviator;0;0;0;0;1;0;0;2;22;2;1;0;5;14;0;1;2;53;27;14.8;11;20.8;1;2;8;5;3;1.44;3;223;34;9;9;8;19;2;0;1;1;5;0.5;0;0;16;3;2;9;1438214712;0;0;0
701;UnicodeToLatexFormatter;0;0;0;1;2;4;0;18;47;7;1;0;6;29;19;7;6;100;48;20.8;28;18;1;5;6.4;12;5;2.08;3.2;467;68;15;15;3;4.2;1;18;3;3;36;1.8;0;0;31;1;5;9;1456175579;0;0;0
702;UnicodeToReadableCharMap;0;1;0;1;0;2;0;0;5;1;3;0;0;3;0;1;1;241;232;0;228;2.1;1;1;228;1;2;1.97;1;665;234;1;1;5;2.1;2;0;2;2;10;0.1;0;0;228;2;1;1;1451161145;0;0;0
703;UnitsToLatexFormatter;0;0;0;0;4;0;1;4;29;8;1;0;3;19;26;10;6;160;39;10.3;13;52.5;1;6;2.67;2;4;1.59;1.33;468;120;11;11;69;36.5;1;18;3;3;30;0.8;0;0;24;1;6;3;1459521143;0;2;2
704;UnknownExternalFileType;0;0;0;0;0;0;0;0;3;1;0;0;3;3;0;8;1;31;5;0;2;64.5;1;1;1;1;2;0.6;1;79;7;1;1;3;30;1;0;1;1;5;2.4;0;0;1;2;1;9;1364106558;0;0;0
705;UnlinkedFilesCrawler;0;0;0;0;7;6;0;6;43;5;1;0;5;28;6;1;3;102;39;0;33;24.5;1;2;11;1;3;1.3;1;351;62;18;18;19;23.5;2;0;2;2;20;1.1;0;0;33;4;3;23;1364106558;16;0;16
706;UnlinkedPDFFileFilter;0;0;0;0;0;0;0;0;10;2;1;0;2;6;0;2;2;35;12;0;3;37.1;1;2;1.5;2;2;0.83;1.5;352;16;3;3;9;36;1;0;1;1;5;1;0;0;3;2;2;12;1364106558;0;3;3
707;UnsupportedVersionException;0;0;0;0;0;0;0;0;5;1;3;0;1;4;0;0;1;25;5;0;3;60;1;1;1;1;2;0.6;1;502;7;1;1;0;0;0;0;1;1;5;2.4;0;0;1;0;1;13;1364106558;0;0;0
708;UpdateField;0;0;0;0;15;0;2;11;83;8;1;0;5;28;22;9;6;146;54;13;41;32.2;1;3;13.33;1;4;1.93;1;649;80;28;28;32;28.6;1;0;2;2;35;1.5;0;0;42;6;6;4;1458818056;31;0;31
709;UpgradePdfPsToFileCleanup;0;0;0;0;3;0;0;2;26;3;1;0;7;28;1;2;2;72;35;8.6;23;23.6;1;3;6.67;4;5;1.8;2.5;450;43;6;6;2;4.4;1;0;1;1;5;0.4;0;0;21;2;2;6;1450622804;5;0;5
710;UpperCaseFormatter;0;0;0;0;0;0;0;3;12;6;1;0;4;14;15;3;6;41;16;0;7;7.3;1;5;1.4;1;2;1.19;1;477;28;5;5;1;3.4;1;0;1;1;5;0.6;0;0;7;1;5;2;1459521143;0;0;0
711;URLDownload;0;0;0;0;11;0;0;11;71;16;1;1;5;63;94;17;10;212;101;10.9;47;22.6;5;3.2;3.56;3;4;1.64;1.81;606;134;29;29;22;14.1;5;0;3;3;25;0.6;0;0;52;9;14;40;1364106558;3;0;3
712;UrlDragDrop;0;0;0;0;2;10;0;15;67;7;1;0;12;41;17;0;6;235;88;5.7;57;27.2;2;4.5;5.56;8;6;2.24;1.78;135;138;20;10;21;13.2;1;34;7;7;81;2;0;0;47;2;8;31;1102022950;0;0;0
713;URLUtil;0;0;0;0;1;0;1;3;24;3;1;0;0;16;3;3;3;89;31;19.4;13;44.9;1;2;9.5;7;6;2.16;4;607;40;13;13;18;31;1;0;5;5;67;5.6;0;0;19;3;2;14;1454000896;0;0;0
714;WaitForSaveOperation;0;0;0;0;2;0;1;1;29;5;1;0;5;39;0;1;4;97;53;5.7;34;18.6;1;5;6.4;4;4;1.51;1.6;136;63;7;7;1;1.6;3;0;1;1;5;0.3;0;0;34;4;4;20;1281552738;0;0;0
715;Warn;0;0;0;0;1;0;0;0;5;1;1;0;0;1;0;11;1;22;3;0;0;68.2;1;1;0;0;1;0.33;0;12;5;0;0;0;0;2;0;1;1;5;3.3;0;0;0;2;1;8;1364106558;0;0;0
716;WarnAssignmentSideEffects;0;0;0;1;2;0;1;3;31;3;1;0;4;21;3;4;3;94;32;21.9;26;40.4;1;2;9.5;9;6;1.88;5;211;49;11;11;35;41.7;2;0;7;7;65;4.4;0;0;23;3;2;1;1468232859;0;0;0
717;VerifyingWriter;0;0;0;0;1;0;0;0;17;4;3;0;0;21;0;8;4;67;29;13.8;13;29.9;1;4;3.25;4;5;1.41;2;63;39;8;8;3;7.1;3;0;1;1;5;0.4;0;0;14;4;4;16;1364106558;0;0;0
718;Version;0;1;0;2;3;0;2;6;59;13;1;0;3;39;66;11;12;154;80;15;47;20.8;1;12;4;10;4;1.7;2.25;650;102;33;33;7;6.4;0;0;2;2;20;0.7;0;0;45;5;7;10;1467115803;0;0;0
719;VersionPreferences;0;0;0;0;0;0;0;0;11;3;1;0;2;8;0;2;3;40;11;0;4;37.5;1;3;1;1;2;1;1;651;15;3;3;0;0;4;0;1;1;5;1.1;0;0;3;4;3;1;1467115803;5;2;7
720;VersionWorker;0;0;0;0;0;0;0;4;34;5;2;0;6;22;2;1;2;101;53;15.1;19;15.8;1;3;10.67;9;5;2;4;325;68;18;18;1;1.4;2;0;3;2;18;0.9;1;0;30;2;3;1;1467115803;0;0;0
721;VerticalLabelUI;0;0;0;0;1;0;0;13;60;11;4;0;0;24;51;1;7;180;65;6.2;28;39.4;1;11;3.45;3;3;1.46;1.36;320;91;15;15;32;26;0;0;1;1;5;0.2;0;0;37;2;11;20;1364106558;0;0;0
722;WidthFunction;0;0;0;0;0;0;0;4;17;2;1;0;5;11;0;1;2;59;18;11.1;8;42.4;1;2;5;3;3;1.5;2;13;24;6;6;7;22.6;1;0;2;2;25;3.5;0;0;10;2;2;12;1364106558;0;0;0
723;Windows;0;0;0;0;1;0;0;12;39;7;1;0;3;25;19;1;6;55;31;12.9;30;1.8;1;5;3.4;4;3;1.45;2.2;173;45;11;11;1;2.2;1;0;2;2;7;0.5;0;0;16;1;5;10;1457989677;0;0;0
724;VM;0;0;0;0;59;25;3;86;492;74;1;0;32;181;1197;9;10;1266;445;4.5;502;22.7;5;4;19.55;6;4;2.55;2.53;10;748;236;33.7;185;19.8;20;0;39;38;383;1.7;1;0;478;21;39;48;1364106558;0;0;0
725;VMException;0;0;0;0;0;0;0;0;4;1;4;0;0;2;0;9;1;24;4;0;1;62.5;1;1;1;1;2;0.75;1;11;6;1;1;0;0;2;0;1;1;5;2.8;0;0;1;2;1;5;1364106558;0;0;0
726;Word;0;0;0;1;2;0;1;7;24;9;1;0;0;23;14;4;8;101;43;20.9;23;15.8;1;8;2.5;5;4;1.7;2.13;478;66;17;17;10;13.2;5;0;1;1;5;0.3;0;0;27;8;8;3;1446127542;0;0;0
727;Worker;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;12;0;23;2;0;0;82.6;1;0;0;0;0;0;0;326;3;0;0;2;40;0;0;1;1;5;5.6;0;0;0;1;0;10;1364106558;0;0;0
728;WrapContent;0;0;0;0;0;0;0;0;16;3;0;0;1;10;1;2;3;59;20;25;2;40.7;1;2;6.5;5;3;1.75;3.5;585;29;11;11;6;17.1;0;0;1;1;5;0.6;0;0;12;1;2;15;1364106558;0;0;0
729;WrapFileLinks;0;0;0;0;13;8;0;49;152;7;0;0;10;57;9;1;3;326;135;29.6;77;38;2;4;11.13;19;9+;3.47;5.13;586;168;34;17;95;36.1;0;0;7;7;57;1.1;0;0;85;1;6;43;1364106558;7;0;7
730;WrapLayout;0;0;0;0;5;0;6;4;38;7;2;0;0;23;21;2;5;175;61;13.1;22;37.7;1;8;5.63;8;7;2.72;2.88;137;79;17;17;48;37.8;0;0;3;3;25;1.1;0;0;44;4;7;6;1448982813;0;0;0
731;WriteXMPAction;0;0;1;1;4;10;0;26;106;6;0;0;14;54;0;2;4;297;165;10.9;134;8.4;3;3.33;10.8;14;7;2.48;2.9;80;210;28;14;7;3.2;3;16;9;8;313;5;1;0;106;4;7;64;1156534800;0;0;0
732;WriteXMPEntryEditorAction;0;0;0;0;16;10;1;22;89;4;2;0;16;34;0;2;2;156;86;16.3;63;17.9;2;2;13.75;12;8;2.65;4.75;81;107;17;8.5;11;9.3;1;16;6;6;65;2;0;0;53;2;4;52;1364106558;0;0;0
733;XMLChars;0;0;0;0;9;4;0;17;51;5;1;0;2;25;6;3;2;138;48;22.9;31;34.1;1;3;11;11;4;2.23;5.33;587;65;16;16;25;27.8;0;0;3;3;15;0.8;0;0;38;1;3;33;1364106558;0;0;0
734;XmlCharsMap;0;1;0;1;0;2;0;0;7;1;3;0;0;3;0;1;1;135;111;0;107;5.2;1;1;107;1;2;1.94;1;666;113;1;1;7;5.8;2;0;12;12;97;2.9;0;0;107;2;1;7;1455366690;0;0;0
735;XMLUtil;0;0;0;0;0;0;1;2;13;3;1;0;2;14;1;0;2;40;25;4;10;15;1;1;11;2;3;1.32;2;659;28;2;2;2;6.7;0;0;3;3;45;5.4;0;0;10;2;1;5;1448287099;0;0;0
736;XmpPrefsTab;0;1;0;1;9;10;0;17;98;10;5;0;10;68;21;4;5;288;131;2.3;119;13.2;2;4;12;3;5;1.82;1.43;286;200;38;12.7;13;6.1;0;37;5;4;68;1.1;1;0;95;0;9;39;1169506848;0;0;0
737;XMPSchemaBibtex;0;0;0;0;9;12;0;44;158;23;0;0;10;88;251;3;20;343;150;17.3;105;22.2;1;22;4.45;18;7;2.08;2.32;668;211;50;50;34;13.9;3;0;6;6;70;1.1;0;0;102;10;22;62;1364106558;7;0;7
738;XMPUtil;0;0;4;7;27;44;7;148;461;27;1;0;36;193;331;8;18;1309;346;2.9;480;41.7;2;2.5;56.6;10;5;2.95;3.6;669;628;149;149;328;34.3;3;0;51;51;777;4.1;0;0;386;18;24;86;1155328483;17;0;17
739;ZipFileChooser;0;2;0;2;6;0;2;4;62;6;6;0;9;74;13;1;2;268;116;6.9;93;35.8;2;6;6.08;4;5;2.04;2;353;143;19;9.5;41;22.3;0;0;7;4;270;6.3;3;0;73;2;10;37;1364106558;0;0;0
